,CGEAR,NAMA PERALATAN,LOKASI,Terminal,Zona,IP Address,Mini PC,,,,,,,,,,,Monitor,,,,,,,,,,,,,,,
,,PUBLIC SERVICES & IT SYSTEM BSH,,,,,Buatan,Merk,Model,S/N,Support Port,Disk Capacity,Ram Capacity,OS,Tahun Pembuatan,Kondisi,Status Garansi,Buatan,Merk,Model,S/N,Support Port,Ukuran (Inch),Tahun Pembuatan,Kondisi,Port,Converter,Port 2,,,,,
,TERMINAL 1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,539,FIDS - Display 539,UBPK Kiri Cargo,Cargo,Area Cargo lama,172.16.7.120,China,CGEAR,,BTJT145000GK,,,,Lubuntu,2012,70,,Jepang,Sharp,,409752162,,"50""",2012,70,VGA,,VGA TO VGA,20,,,,
-,540,FIDS - Display 540,UBPK Kanan Cargo,Cargo,Area Cargo lama,172.16.7.147,China,CGEAR,,Filled By O.E.M,,,,Lubuntu,2012,70,,Jepang,Sharp,,409752157,,"50""",2012,70,VGA,,VGA TO VGA,21,,,,
W,541,FIDS - Display 541,Jenazah Kiri Cargo,Cargo,Area Cargo lama,172.16.7.150,China,HP,Thin Client t630,8CN91608H1,,,4GB,Win10,2012,70,,Jepang,Sharp,,512721531,,"50""",2012,70,HDMI,,DP TO HDMI,22,,,,
-,542,FIDS - Display 542,Jenazah Kanan Cargo,Cargo,Area Cargo lama,172.16.7.151,China,,,,,,,Win10,2012,70,,Jepang,Sharp,,512721508,,"50""",2012,70,,,DP TO HDMI,23,,,,
-,543,FIDS - Display 543,CMU Cargo,,,172.16.7.229,China,HP,,8CN8420LC4,,,,Win 10,,,,Korea,LG,,104INWA81867,,"55""",,,,,DP TO HDMI,24,,,,
-,544,FIDS - Display 544,FAS Cargo,,,172.16.7.230,China,HP,,8CN1010LNH,,,,Win 10,,,,Korea,LG,,104INLV81856,,"55""",,,,,DP TO HDMI,25,,,,
-,545,FIDS - Display 545,DAPK Cargo,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,
-,546,FIDS - Display 546,Apsarana Kiri Cargo,Cargo,Area Cargo lama,172.16.7.121,China,HP,,8CN91608HB,,,,Win10,2018,100,,Korea Selatan,Sharp,,307512502,,"50""",2017,95,DP,,DP TO HDMI,27,,,,
-,547,FIDS - Display 547,Apsarana Kanan Cargo,Cargo,Area Cargo lama,172.16.7.121,China,,,,,,,Win10,2018,100,,Korea Selatan,Sharp,,406735922,,"50""",2017,95,DP,,DP TO HDMI,28,,,,
-,548,FIDS - Display 548,530 Kanan_kiri Cargo,Cargo,Area Cargo lama,172.16.7.139,China,HP,,8CN8210B97,,,,Win10,2018,100,,Jepang,Sharp,,609731198,,"50""",2012,70,,,DP TO HDMI,29,,,,
-,549,FIDS - Display 549,530 Kanan_kanan Cargo,Cargo,Area Cargo lama,172.16.7.139,China,,,,,,,Win10,2018,100,,Jepang,Sharp,,609731127,,"50""",2012,70,,,DP TO HDMI,30,,,,
-,550,FIDS - Display 550,530 Tengah_kiri Cargo,Cargo,Area Cargo lama,172.16.7.141,China,HP,,8CN91608K1,,,,Win10,2018,100,,Jepang,Sharp,,707745555,,"50""",2012,70,,,DP TO HDMI,31,,,,
-,551,FIDS - Display 551,530 Tengah_kanan Cargo,Cargo,Area Cargo lama,172.16.7.141,China,,,,,,,Win10,2018,100,,Jepang,Sharp,,507713139,,"50""",2012,70,,,DP TO HDMI,32,,,,
-,552,FIDS - Display 552,530 Kiri_kiri Cargo,Cargo,Area Cargo lama,172.16.7.143,China,FUJITECH,,Filled By O.E.M,,,,Lubuntu,2018,100,,Korea,LG,,104INVM7M695,,"50""",2018,100,,,HDMI TO HDMI,33,,,,
-,553,FIDS - Display 553,530 Kiri_kanan Cargo,Cargo,Area Cargo lama,172.16.7.143,China,,,,,,,Lubuntu,2018,100,,Korea,LG,,104INEW81812,,"55""",2020,110,,ü,VGA TO HDMI,34,,,,
W,554,FIDS - Display 554,520 Kanan_kiri Cargo,Cargo,Area Cargo lama,172.16.7.140,China,HP,Thin Client t630,8CN91608G6,,,4GB,Win10,2018,100,,Jepang,Sharp,,409752133,,"50""",2012,70,,,VGA TO VGA,35,,,,
W,555,FIDS - Display 555,520 Kanan_kanan Cargo,Cargo,Area Cargo lama,172.16.7.140,China,,Thin Client t630,,,,4GB,Win10,2018,100,,Jepang,Sharp,,409752086,,"55""",2012,70,"VGA, DP",ü,DP TO HDMI,36,,,,
-,556,FIDS - Display 556,520 Tengah_kiri Cargo,Cargo,Area Cargo lama,172.16.7.137,China,HP,,8CN91608GD,,,,Win10,2018,100,,Jepang,Sharp,,609731206,,"55""",2012,70,DP,ü,DP TO HDMI,37,,,,
-,557,FIDS - Display 557,520 Tengah_kanan Cargo,Cargo,Area Cargo lama,172.16.7.137,China,,,,,,,Win10,2018,100,,Jepang,Sharp,,609731207,,"55""",2018,100,"VGA, DP",ü,DP TO HDMI,38,,,,
W,558,FIDS - Display 558,520 Kiri_kiri Cargo,Cargo,Area Cargo lama,172.16.7.138,China,HP,Thin Client t630,8CN91608GR,,,4GB,Win10,2018,100,,Jepang,Sharp,,511720199,,"50""",2012,70,,,VGA TO VGA,39,,,,
W,559,FIDS - Display 559,520 Kiri_kanan Cargo,Cargo,Area Cargo lama,172.16.7.138,China,,Thin Client t630,,,,,Win10,2018,100,,Jepang,Sharp,,409752437,,"50""",2012,70,,ü,DP TO HDMI,40,,,,
-,560,FIDS - Display 560,510 Kanan_kiri Cargo,Cargo,Area Cargo lama,172.16.7.132,China,CGEAR,,8CN91608J9,,,,Win10,2018,100,,Jepang,Sharp,,409752157,,"50""",2012,70,,ü,DP TO HDMI,41,,,,
-,561,FIDS - Display 561,510 Kanan_kanan Cargo,Cargo,Area Cargo lama,172.16.7.131,China,CGEAR,,,,,,Lubuntu,2013,100,,Jepang,Sharp,,409752374,,"50""",2012,70,,,HDMI,42,,,,
W,562,FIDS - Display 562,510 Tengah_kiri Cargo,Cargo,Area Cargo lama,172.16.7.130,Jepang,CGEAR,Thin Client t630,8CN8350M6,,,4GB,Win10,2018,100,,Jepang,Sharp,,609731210,,"50""",2012,70,,ü,VGA TO HDMI,43,,,,
W,563,FIDS - Display 563,510 Tengah_kanan Cargo,Cargo,Area Cargo lama,172.16.7.130,Jepang,,Thin Client t630,,,,,Win10,,100,,Jepang,Sharp,,609731252,,"50""",2012,70,,ü,DP TO HDMI,44,,,,
-,564,FIDS - Display 564,510 Kiri_kiri Cargo Dinding Sempit,Cargo,Area Cargo lama,172.16.7.128,China,Tidak ada perangkat,,,,,,Lubuntu,,-9990,,Jepang,Sharp,,Perangkat Rusak dan ditarik ke ruangan,,"50""",2012,70,,,,45,,,,
-,565,FIDS - Display 565,510 Kiri_kanan Cargo Dinding Sempit,Cargo,Area Cargo lama,172.16.7.128,China,Tidak ada perangkat,,,,,,Lubuntu,,-9990,,Jepang,Sharp,,Perangkat Rusak dan ditarik ke ruangan,,"50""",2012,70,,,,46,,,,
,566,FIDS - Display 566,510 Dalam_2 Cargo,Cargo,Area Cargo lama,172.16.7.149,China,Zotac,,,,,,Lubuntu,2013,75,,Jepang,Sharp,,,,"50""",2012,70,,,,,,,,
,567,FIDS - Display 567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,568,FIDS - Display 568,Depan Eskalator_lt 1 TOD,TOD,Lantai 1,172.16.28.201,China,HP ,Thin Client t630,8CN944053N,"2 DP, 7 USB Type A, 1 LAN",30GB,4GB,Win 10,2016,90,,Korea,LG,43UH5F,004KCTBMQ969,,"43""",2017,90,,,DP TO HDMI,,,,,
,569,FIDS - Display 569,Depan ATM Center,TOD,Lantai 1,172.16.28.204,China,CGEAR,NEO Z64-W10,Filled By O.E.M,"3 USB, 1 LAN, 1 DVI, 1 VGA",148GB,2GB,Lubuntu,2018,100,,Korea,LG,43LJ500T,711INXJ1S970,,"43""",2017,90,,ü,VGA TO HDMI,,,,,
,570,FIDS - Display 570,Depan Eskalator_lt 2 TOD,TOD,Lantai 2,172.16.28.203,China,HP,Thin Client t630,8CN944055K,"2 DP, 7 USB Type A, 1 LAN",30GB,4GB,Win10,2018,100,,Korea,LG,43LJ500T,711INCN0K235,,"43""",2017,90,,,DP TO HDMI,,,,,
,571,FIDS - Display 571,Depan Alfamart Lantai 2 TOD Display Kiri,TOD,Lantai 2,172.16.28.205,China,HP,Thin Client t630, 8CN9440542,"2 DP, 7 USB Type A, 1 LAN",30GB,4GB,Win 10,2018,100,,Korea,LG,42LK450-TG,201INTX3J049,,"42""",2012,90,,,DP TO HDMI,,,,,
,572,FIDS - Display 572,Depan Alfamart Lantai 2 TOD  Display Kanan,TOD,Lantai 2,172.16.28.205,China,,,,,30GB,4GB,Win10,2018,100,,Korea,LG,42LS35A,412KCEA92004,,"42""",2014,90,,,DP TO HDMI,,,,,
,573,FIDS - Display 573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,574,FIDS - Display 574,IB Lantai 1 dekat Pintu Masuk,,,172.16.28.103,China,HP,Thin Client Elite t655,8CG4372782,VGA dan DP,60 GB,8 GB,Win 10,2024,130,,Korea,LG,55UH5C,807KCNLKY967,,"55""",2018,,,,HDMI TO HDMI,,,,,
,575,FIDS - Display 575,IB Lantai 1 dekat Lift,,,172.16.28.58,China,HP,Thin Client Elite t655,8CG5080SDC,VGA dan DP,60 GB,8 GB,Win 10,2024,130,,Korea,LG,55UP7550PTC,206INEW5Q724,,"55""",2022,,,ü,VGA TO HDMI,,,,,
,576,FIDS - Display 576,IB Lantai 2 Portrait,,,172.16.28.100,China,HP,Thin Client t630,8CN91608GV,"DP, VGA",30GB,4GB,Win 10,2018,100,,Korea,LG,55SM5KC,711KCXMMP210,,"55""",2017,,,,DP TO HDMI,,,,,
,577,FIDS - Display 577,IB Lantai 2 Tembok dekat Security,,,172.16.28.101,China,HP,Thin Client t640,8CG3452KF4,DP,60GB,8GB,Win 10,2020,110,,Korea,LG,55SM5KC,710KCHE03777,,"55""",2017,,,,DP,,,,,
,578,FIDS - Display 578,IB Lantai 2 Landscape,,,172.16.28.102,China,HP,Thin Client t630,8CN91608KD,"DP, VGA",30GB,4GB,Win 10,2018,100,,Korea,LG,55UH5C,807KCDGKY938,,"55""",2017,,,,DP TO HDMI,,,,,
,579,FIDS - Display 579,IB Lantai 2 Depan Lift,,,172.16.28.104,China,Lenovo,ThinkEdge SE10,PF63GQL1,HDMI,8GB,4GB,Lubuntu,2017,95,,Korea,LG,55UP7550PTC,205INLV3D616,,"55""",2022,,,,HDMI TO HDMI,,,,,
,580,FIDS - Display 580,Karantina Lantai 2,,,172.16.6.50,China,HP,,8CN91608KL,,,,Win 10,2018,100,,Korea,Samsung,,ZVUP3RBD201976Y,,"40""",2016,,,,DP TO HDMI,,,,,
,581,FIDS - Display 581,Karantina Lantai 1,,,172.16.6.51,China,HP,Thin Client t630,8CN91608FS,,,,Win 10,2018,100,,Korea,LG,43LJ500T,707INC1W019,,"43""",2017,,,,DP TO HDMI,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,534,FIS Server 1,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V890,,,,,,,,,,
,535,FIS Server 2,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V890,,,,,,,,,,
,536,FIS Server 3,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-4 Server,,,,,,,,,,
,537,FIS Server 4,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-1 Server,,,,,,,,,,
,538,FIS Server 5,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-1 Server,,,,,,,,,,
,539,FIS Server 6,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-1 Server,,,,,,,,,,
,540,FIS Server 7,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-2 Server,,,,,,,,,,
,541,FIS Server 8,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-1 Server,,,,,,,,,,
,542,FIS Server 9,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V490,,,,,,,,,,
,543,FIS Server 10,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-2 Server,,,,,,,,,,
,544,FIS Server 11,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V40z,,,,,,,,,,
,545,FIS Server 12,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V40z,,,,,,,,,,
,546,FIS Server 13,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V490,,,,,,,,,,
,547,FIS Server 14,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V20z,,,,,,,,,,
,548,FIS Server 15,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V20z,,,,,,,,,,
,549,FIS Server 16,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V490,,,,,,,,,,
,550,FIS Server 17,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V490,,,,,,,,,,
,551,FIS Server 18,601.Equipment Room,,,,USA,SUN,,,,,,,2012,70,,,,,,,SPARC T4-1 Server,,,,,,,,,,
,552,FIS Server 19,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V490,,,,,,,,,,
,553,FIS Server 20,601.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V490,,,,,,,,,,
,554,FIS Server 21,600.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V20z,,,,,,,,,,
,555,FIS Server 22,600.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V490,,,,,,,,,,
,556,FIS Server 23,600.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V890,,,,,,,,,,
,557,FIS Server 24,600.Equipment Room,,,,USA,SUN,,,,,,,2005,35,,,,,,,SUN Fire V40z,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Mini PC HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
